date_time,"boston,ma_maxtempC","boston,ma_mintempC","boston,ma_totalSnow_cm","boston,ma_sunHour","boston,ma_uvIndex","boston,ma_moon_illumination","boston,ma_moonrise","boston,ma_moonset","boston,ma_sunrise","boston,ma_sunset","boston,ma_DewPointC","boston,ma_FeelsLikeC","boston,ma_HeatIndexC","boston,ma_WindChillC","boston,ma_WindGustKmph","boston,ma_cloudcover","boston,ma_humidity","boston,ma_precipMM","boston,ma_pressure","boston,ma_tempC","boston,ma_visibility","boston,ma_winddirDegree","boston,ma_windspeedKmph","boston,ma_location"
2016-10-19,26,15,0.0,8.7,6,74,09:03 PM,10:54 AM,07:02 AM,05:55 PM,15,21,21,21,18,21,71,0.0,1014,26,10,276,11,"boston,ma"
2016-10-20,17,13,0.0,7.1,4,67,10:00 PM,11:58 AM,07:04 AM,05:54 PM,11,14,15,14,16,45,78,0.0,1022,17,10,73,11,"boston,ma"
2016-10-21,23,15,0.0,7.1,4,60,11:00 PM,12:54 PM,07:05 AM,05:52 PM,17,19,19,19,16,84,91,12.2,1007,23,6,137,10,"boston,ma"
2016-10-22,18,7,0.0,3.9,3,53,No moonrise,01:43 PM,07:06 AM,05:51 PM,12,12,14,12,18,97,89,0.9,992,18,7,256,13,"boston,ma"
2016-10-23,13,6,0.0,8.7,3,45,12:01 AM,02:25 PM,07:07 AM,05:49 PM,1,6,9,6,31,27,59,0.2,1003,13,9,258,20,"boston,ma"
2016-10-24,15,8,0.0,8.7,4,38,01:03 AM,03:02 PM,07:08 AM,05:48 PM,4,9,11,9,22,29,64,0.4,1010,15,9,267,15,"boston,ma"
2016-10-25,9,3,0.0,7.1,3,31,02:04 AM,03:35 PM,07:10 AM,05:47 PM,-3,3,6,3,20,27,55,0.0,1020,9,10,291,15,"boston,ma"
2016-10-26,8,2,0.0,7.1,2,23,03:04 AM,04:05 PM,07:11 AM,05:45 PM,-3,2,5,2,18,28,59,0.0,1027,8,10,314,12,"boston,ma"
2016-10-27,8,0,0.0,3.9,1,16,04:03 AM,04:34 PM,07:12 AM,05:44 PM,2,3,5,3,13,73,80,8.6,1030,8,8,193,8,"boston,ma"
2016-10-28,11,6,0.0,3.9,2,9,05:01 AM,05:02 PM,07:13 AM,05:42 PM,7,5,8,5,31,97,90,4.4,1015,11,8,250,20,"boston,ma"
2016-10-29,12,4,0.0,7.1,2,2,05:59 AM,05:31 PM,07:15 AM,05:41 PM,5,7,9,7,16,69,78,0.6,1016,12,9,249,10,"boston,ma"
2016-10-30,16,8,0.0,8.7,4,0,06:56 AM,06:01 PM,07:16 AM,05:40 PM,10,12,13,12,14,64,82,3.9,1011,16,9,225,9,"boston,ma"
2016-10-31,10,3,0.0,8.7,3,0,07:53 AM,06:33 PM,07:17 AM,05:38 PM,2,4,7,4,17,8,73,0.0,1020,10,10,332,12,"boston,ma"
2016-11-01,11,2,0.0,8.7,3,6,08:49 AM,07:09 PM,07:18 AM,05:37 PM,4,6,7,6,11,14,78,0.0,1028,11,10,186,7,"boston,ma"
2016-11-02,20,7,0.0,8.7,4,13,09:44 AM,07:48 PM,07:20 AM,05:36 PM,11,13,13,13,12,26,86,0.0,1022,20,7,198,7,"boston,ma"
2016-11-03,18,10,0.0,5.4,3,21,10:36 AM,08:31 PM,07:21 AM,05:35 PM,11,13,13,13,16,58,88,0.3,1013,18,7,197,10,"boston,ma"
2016-11-04,13,4,0.0,8.7,3,28,11:26 AM,09:20 PM,07:22 AM,05:33 PM,4,8,10,8,15,9,67,0.0,1018,13,10,324,11,"boston,ma"
2016-11-05,12,1,0.0,7.1,3,36,12:12 PM,10:13 PM,07:23 AM,05:32 PM,3,7,9,7,12,47,70,0.0,1020,12,10,257,8,"boston,ma"
2016-11-06,9,5,0.0,5.4,2,43,12:55 PM,11:11 PM,07:25 AM,05:31 PM,4,6,8,6,17,67,79,1.6,1022,9,9,208,11,"boston,ma"
2016-11-07,8,2,0.0,8.7,2,51,01:35 PM,No moonset,07:26 AM,05:30 PM,1,4,6,4,14,8,71,0.0,1029,8,10,144,10,"boston,ma"
2016-11-08,16,2,0.0,8.7,3,58,02:12 PM,12:12 AM,07:27 AM,05:29 PM,4,10,10,10,10,3,66,0.0,1019,16,10,254,6,"boston,ma"
2016-11-09,16,5,0.0,7.1,4,66,02:47 PM,01:17 AM,07:28 AM,05:28 PM,5,10,11,10,14,63,70,0.1,1010,16,10,297,9,"boston,ma"
2016-11-10,10,3,0.0,8.7,3,74,03:22 PM,02:24 AM,07:30 AM,05:27 PM,0,6,8,6,16,20,61,0.0,1011,10,10,275,10,"boston,ma"
2016-11-11,14,3,0.0,8.7,3,81,03:57 PM,03:35 AM,07:31 AM,05:26 PM,1,5,8,5,29,13,60,0.0,1005,14,10,281,19,"boston,ma"
2016-11-12,8,-0,0.0,8.7,2,89,04:33 PM,04:47 AM,07:32 AM,05:25 PM,-5,1,4,1,19,12,54,0.0,1021,8,10,280,13,"boston,ma"
2016-11-13,14,3,0.0,8.7,3,96,05:14 PM,06:02 AM,07:33 AM,05:24 PM,1,7,9,7,18,17,58,0.0,1015,14,10,248,11,"boston,ma"
2016-11-14,17,6,0.0,8.7,3,100,05:58 PM,07:17 AM,07:35 AM,05:23 PM,2,10,11,10,15,12,53,0.0,1015,17,10,233,9,"boston,ma"
2016-11-15,14,7,0.0,3.7,3,89,06:48 PM,08:30 AM,07:36 AM,05:22 PM,7,9,10,9,17,87,78,2.5,1013,14,10,104,10,"boston,ma"
2016-11-16,13,8,0.0,3.7,3,81,07:44 PM,09:40 AM,07:37 AM,05:21 PM,9,11,12,11,16,74,86,0.1,1006,13,8,219,11,"boston,ma"
2016-11-17,13,7,0.0,7.0,2,74,08:44 PM,10:42 AM,07:38 AM,05:20 PM,6,8,9,8,17,40,80,0.1,1013,13,10,318,11,"boston,ma"
2016-11-18,15,5,0.0,8.7,3,66,09:48 PM,11:37 AM,07:40 AM,05:20 PM,7,10,11,10,13,0,77,0.0,1018,15,10,298,10,"boston,ma"
2016-11-19,12,6,0.0,8.7,3,58,10:52 PM,12:23 PM,07:41 AM,05:19 PM,8,9,10,9,10,43,87,0.1,1012,12,7,191,7,"boston,ma"
2016-11-20,10,1,0.2,3.7,2,51,11:55 PM,01:04 PM,07:42 AM,05:18 PM,2,3,6,3,25,95,76,0.6,994,10,9,208,19,"boston,ma"
2016-11-21,3,-1,0.2,3.7,1,43,No moonrise,01:38 PM,07:43 AM,05:17 PM,-6,-5,0,-5,28,76,62,0.2,999,3,9,261,20,"boston,ma"
2016-11-22,5,-1,0.0,8.7,2,36,12:57 AM,02:09 PM,07:44 AM,05:17 PM,-7,-3,1,-3,25,30,56,0.0,1012,5,10,281,17,"boston,ma"
2016-11-23,6,-1,0.0,8.7,2,28,01:57 AM,02:38 PM,07:46 AM,05:16 PM,-5,-2,2,-2,21,18,63,0.0,1022,6,10,309,14,"boston,ma"
2016-11-24,6,1,0.0,3.6,1,21,02:55 AM,03:06 PM,07:47 AM,05:16 PM,1,3,4,3,8,97,79,0.3,1027,6,9,108,5,"boston,ma"
2016-11-25,7,5,0.0,3.6,2,13,03:53 AM,03:35 PM,07:48 AM,05:15 PM,5,6,6,6,6,95,92,0.8,1024,7,8,155,4,"boston,ma"
2016-11-26,8,2,0.0,8.7,2,6,04:50 AM,04:04 PM,07:49 AM,05:15 PM,3,3,5,3,10,51,90,0.0,1018,8,5,292,6,"boston,ma"
2016-11-27,7,1,0.0,8.7,2,0,05:47 AM,04:35 PM,07:50 AM,05:14 PM,-1,-0,3,-0,20,29,75,0.0,1016,7,9,304,13,"boston,ma"
2016-11-28,7,-1,0.0,8.7,2,0,06:43 AM,05:09 PM,07:51 AM,05:14 PM,-2,1,3,1,11,7,72,0.0,1020,7,10,289,8,"boston,ma"
2016-11-29,13,-0,0.0,5.3,2,0,07:39 AM,05:47 PM,07:52 AM,05:13 PM,5,5,7,5,20,73,87,6.4,1019,13,10,152,11,"boston,ma"
2016-11-30,10,7,0.0,3.6,2,2,08:33 AM,06:29 PM,07:53 AM,05:13 PM,8,7,9,7,15,98,95,19.2,1014,10,5,164,9,"boston,ma"
2016-12-01,12,5,0.0,8.7,3,9,09:24 AM,07:17 PM,07:54 AM,05:13 PM,7,7,9,7,25,40,84,5.0,1001,12,10,238,16,"boston,ma"
2016-12-02,9,3,0.0,7.0,3,16,10:12 AM,08:08 PM,07:55 AM,05:12 PM,1,3,5,3,22,28,75,0.0,1007,9,10,256,14,"boston,ma"
2016-12-03,6,1,0.0,7.0,2,23,10:56 AM,09:04 PM,07:56 AM,05:12 PM,-2,-0,3,-0,26,33,69,0.0,1012,6,10,299,16,"boston,ma"
2016-12-04,4,-1,0.0,8.7,2,31,11:37 AM,10:03 PM,07:57 AM,05:12 PM,-4,-1,2,-1,14,5,65,0.0,1021,4,10,317,10,"boston,ma"
2016-12-05,3,-1,0.0,5.3,1,38,12:13 PM,11:05 PM,07:58 AM,05:12 PM,-1,-0,2,-0,12,57,83,0.0,1017,3,8,252,7,"boston,ma"
2016-12-06,6,-1,0.0,8.7,2,45,12:48 PM,No moonset,07:59 AM,05:12 PM,0,1,3,1,12,22,80,0.0,1018,6,10,182,8,"boston,ma"
2016-12-07,5,1,0.0,3.4,1,52,01:22 PM,12:09 AM,08:00 AM,05:12 PM,2,2,4,2,10,84,90,1.4,1015,5,8,193,6,"boston,ma"
2016-12-08,6,-0,0.0,6.9,2,60,01:55 PM,01:16 AM,08:01 AM,05:12 PM,-0,0,3,0,15,28,82,0.0,1012,6,10,259,9,"boston,ma"
2016-12-09,2,-3,0.0,3.4,1,67,02:28 PM,02:25 AM,08:02 AM,05:12 PM,-9,-6,-1,-6,25,54,55,0.0,1016,2,10,288,18,"boston,ma"
2016-12-10,-2,-6,0.0,8.7,2,74,03:05 PM,03:36 AM,08:03 AM,05:12 PM,-14,-8,-3,-8,16,7,44,0.0,1026,-2,10,301,13,"boston,ma"
2016-12-11,0,-6,0.3,5.2,2,82,03:46 PM,04:49 AM,08:04 AM,05:12 PM,-11,-4,-2,-4,8,48,52,0.3,1032,0,9,224,6,"boston,ma"
2016-12-12,4,-1,0.0,5.2,1,89,04:31 PM,06:03 AM,08:04 AM,05:12 PM,1,-1,2,-1,17,82,97,5.6,1013,4,5,203,10,"boston,ma"
2016-12-13,4,-1,0.0,6.9,1,96,05:24 PM,07:15 AM,08:05 AM,05:12 PM,-2,-1,1,-1,16,47,80,0.0,1018,4,10,239,9,"boston,ma"
2016-12-14,4,-3,0.0,8.7,2,100,06:23 PM,08:22 AM,08:06 AM,05:12 PM,-4,-2,1,-2,15,25,73,0.0,1013,4,9,268,10,"boston,ma"
2016-12-15,-1,-8,0.1,6.9,2,89,07:27 PM,09:23 AM,08:07 AM,05:13 PM,-15,-11,-4,-11,34,57,42,0.1,1009,-1,8,271,26,"boston,ma"
2016-12-16,-8,-15,0.0,8.7,2,82,08:32 PM,10:14 AM,08:07 AM,05:13 PM,-22,-18,-11,-18,21,9,40,0.0,1027,-8,10,270,16,"boston,ma"
2016-12-17,0,-6,4.0,3.4,1,75,09:39 PM,10:59 AM,08:08 AM,05:13 PM,-4,-4,-2,-4,9,89,90,5.0,1019,0,4,219,6,"boston,ma"
2016-12-18,11,-0,0.0,3.4,2,68,10:43 PM,11:38 AM,08:09 AM,05:14 PM,5,3,6,3,34,82,92,1.0,1013,11,9,243,19,"boston,ma"
2016-12-19,-2,-7,0.0,5.2,1,60,11:46 PM,12:11 PM,08:09 AM,05:14 PM,-14,-9,-5,-9,16,53,51,0.0,1038,-2,10,340,12,"boston,ma"
2016-12-20,-0,-8,0.0,6.9,2,53,No moonrise,12:41 PM,08:10 AM,05:15 PM,-9,-6,-3,-6,12,45,63,0.0,1032,-0,10,266,8,"boston,ma"
2016-12-21,4,-3,0.0,8.7,2,46,12:46 AM,01:10 PM,08:10 AM,05:15 PM,-5,-2,1,-2,16,20,66,0.0,1020,4,10,253,10,"boston,ma"
2016-12-22,3,-1,0.0,5.2,1,38,01:45 AM,01:38 PM,08:11 AM,05:16 PM,-2,-1,1,-1,14,56,82,0.0,1017,3,10,237,8,"boston,ma"
2016-12-23,6,-1,0.0,8.7,2,31,02:42 AM,02:07 PM,08:11 AM,05:16 PM,-0,-1,2,-1,18,14,84,0.0,1026,6,9,256,11,"boston,ma"
2016-12-24,4,1,0.0,5.2,1,24,03:39 AM,02:37 PM,08:12 AM,05:17 PM,2,-0,3,-0,22,49,91,2.3,1021,4,7,232,12,"boston,ma"
2016-12-25,4,-2,0.0,8.7,2,17,04:36 AM,03:10 PM,08:12 AM,05:17 PM,-1,-2,2,-2,19,4,80,0.0,1030,4,9,301,13,"boston,ma"
2016-12-26,5,-3,0.0,8.7,2,9,05:32 AM,03:46 PM,08:12 AM,05:18 PM,-4,-1,2,-1,16,32,65,0.0,1037,5,10,145,11,"boston,ma"
2016-12-27,12,2,0.0,5.2,3,2,06:26 AM,04:27 PM,08:13 AM,05:19 PM,6,6,9,6,33,53,83,0.1,1009,12,10,255,19,"boston,ma"
2016-12-28,4,-1,0.0,8.7,2,0,07:20 AM,05:13 PM,08:13 AM,05:20 PM,-3,-1,2,-1,16,19,71,0.0,1016,4,10,287,11,"boston,ma"
2016-12-29,4,-1,4.4,3.4,2,0,08:09 AM,06:03 PM,08:13 AM,05:20 PM,-1,-1,2,-1,18,69,81,7.8,1009,4,8,165,11,"boston,ma"
2016-12-30,3,-2,0.0,6.9,2,5,08:56 AM,06:58 PM,08:13 AM,05:21 PM,-3,-5,0,-5,30,19,80,0.1,1000,3,10,259,18,"boston,ma"
2016-12-31,4,-3,0.0,5.2,1,9,09:38 AM,07:57 PM,08:13 AM,05:22 PM,-6,-4,0,-4,24,53,62,0.0,1016,4,10,235,15,"boston,ma"
2017-01-01,5,-1,0.0,8.7,2,20,10:16 AM,08:59 PM,08:13 AM,05:23 PM,1,-1,3,-1,21,31,87,0.0,1020,5,9,259,13,"boston,ma"
2017-01-02,4,-2,0.0,8.7,2,27,10:52 AM,10:02 PM,08:13 AM,05:24 PM,-1,2,3,2,7,33,77,0.0,1033,4,10,165,4,"boston,ma"
2017-01-03,7,3,0.0,3.4,1,34,11:25 AM,11:07 PM,08:13 AM,05:25 PM,4,2,5,2,27,99,92,7.0,1017,7,8,77,16,"boston,ma"
2017-01-04,8,2,0.3,6.9,1,41,11:58 AM,No moonset,08:13 AM,05:26 PM,3,2,5,2,21,66,89,1.7,997,8,9,232,14,"boston,ma"
2017-01-05,0,-3,0.0,6.9,2,49,12:30 PM,12:13 AM,08:13 AM,05:27 PM,-10,-5,-1,-5,18,34,51,0.0,1010,0,10,260,14,"boston,ma"
2017-01-06,-1,-4,0.0,3.4,1,56,01:04 PM,01:21 AM,08:13 AM,05:28 PM,-7,-5,-2,-5,10,86,71,0.0,1018,-1,10,293,7,"boston,ma"
2017-01-07,-5,-8,6.0,3.4,1,63,01:41 PM,02:30 AM,08:13 AM,05:29 PM,-8,-11,-6,-11,24,82,86,7.0,1023,-5,7,220,17,"boston,ma"
2017-01-08,-7,-13,0.0,8.7,2,70,02:22 PM,03:42 AM,08:13 AM,05:30 PM,-10,-15,-9,-15,19,42,92,0.1,1022,-7,9,307,13,"boston,ma"
2017-01-09,-8,-16,0.0,5.2,1,78,03:10 PM,04:52 AM,08:13 AM,05:31 PM,-11,-15,-10,-15,13,36,92,0.0,1037,-8,5,250,8,"boston,ma"
2017-01-10,3,-12,0.0,5.2,1,85,04:04 PM,06:00 AM,08:12 AM,05:32 PM,-4,-7,-4,-7,20,52,95,1.3,1035,3,6,189,11,"boston,ma"
2017-01-11,9,3,0.0,8.7,3,92,05:04 PM,07:03 AM,08:12 AM,05:33 PM,5,3,6,3,29,64,96,1.0,1024,9,7,203,14,"boston,ma"
2017-01-12,14,5,0.0,3.5,3,100,06:09 PM,08:00 AM,08:12 AM,05:34 PM,10,9,11,9,28,91,93,4.4,1017,14,8,210,16,"boston,ma"
2017-01-13,12,-2,0.0,8.7,2,100,07:16 PM,08:49 AM,08:11 AM,05:35 PM,-1,1,4,1,26,19,69,0.0,1027,12,9,300,17,"boston,ma"
2017-01-14,-1,-7,0.0,8.7,2,86,08:23 PM,09:32 AM,08:11 AM,05:36 PM,-19,-5,-2,-5,12,17,29,0.0,1035,-1,10,267,10,"boston,ma"
2017-01-15,2,-3,0.0,8.7,2,79,09:29 PM,10:08 AM,08:11 AM,05:38 PM,-9,-3,0,-3,11,6,53,0.0,1026,2,10,272,9,"boston,ma"
2017-01-16,3,-4,0.0,8.7,2,71,10:31 PM,10:41 AM,08:10 AM,05:39 PM,-8,-1,1,-1,14,16,52,0.0,1028,3,10,257,10,"boston,ma"
2017-01-17,5,-1,0.0,7.0,1,64,11:32 PM,11:11 AM,08:10 AM,05:40 PM,-3,-1,2,-1,15,59,73,3.4,1023,5,10,150,9,"boston,ma"
2017-01-18,4,2,0.0,3.5,1,57,No moonrise,11:40 AM,08:09 AM,05:41 PM,2,-0,3,-0,18,100,94,2.6,1017,4,8,51,11,"boston,ma"
2017-01-19,6,-1,0.0,8.7,2,50,12:31 AM,12:09 PM,08:08 AM,05:42 PM,1,1,3,1,10,33,89,0.0,1016,6,7,301,7,"boston,ma"
2017-01-20,4,-1,0.0,3.5,1,42,01:29 AM,12:38 PM,08:08 AM,05:44 PM,0,0,2,0,10,67,89,0.0,1016,4,7,247,6,"boston,ma"
2017-01-21,9,0,0.0,7.0,1,35,02:26 AM,01:10 PM,08:07 AM,05:45 PM,4,3,5,3,13,70,93,0.0,1010,9,5,230,7,"boston,ma"
2017-01-22,7,3,0.0,5.3,1,28,03:22 AM,01:45 PM,08:06 AM,05:46 PM,4,3,5,3,18,92,92,0.5,1010,7,6,106,12,"boston,ma"
2017-01-23,4,2,0.0,3.5,1,20,04:17 AM,02:23 PM,08:06 AM,05:47 PM,-0,-2,3,-2,37,98,81,2.4,1015,4,10,62,25,"boston,ma"
2017-01-24,6,2,0.0,3.5,1,13,05:11 AM,03:07 PM,08:05 AM,05:49 PM,3,-1,4,-1,48,100,94,17.3,996,6,9,73,31,"boston,ma"
2017-01-25,5,1,0.0,8.7,2,6,06:03 AM,03:55 PM,08:04 AM,05:50 PM,0,-1,3,-1,25,43,84,1.2,998,5,10,289,17,"boston,ma"
2017-01-26,9,3,0.0,5.3,2,0,06:51 AM,04:49 PM,08:03 AM,05:51 PM,3,3,5,3,21,63,87,1.7,995,9,9,228,13,"boston,ma"
2017-01-27,5,0,0.0,7.0,2,0,07:35 AM,05:48 PM,08:02 AM,05:52 PM,-2,-2,3,-2,30,38,71,0.0,997,5,10,254,19,"boston,ma"
2017-01-28,4,-1,0.0,3.6,1,1,08:16 AM,06:49 PM,08:01 AM,05:54 PM,-5,-3,1,-3,22,58,65,0.0,1001,4,10,253,15,"boston,ma"
2017-01-29,5,-1,0.0,8.7,2,8,08:53 AM,07:54 PM,08:01 AM,05:55 PM,-6,-2,1,-2,18,33,61,0.0,1005,5,10,258,12,"boston,ma"
2017-01-30,2,-3,0.0,5.3,1,16,09:28 AM,08:59 PM,08:00 AM,05:56 PM,-9,-3,-0,-3,13,53,52,0.0,1008,2,10,298,9,"boston,ma"
2017-01-31,-2,-6,1.6,5.4,1,20,10:01 AM,10:06 PM,07:59 AM,05:57 PM,-11,-6,-3,-6,10,58,60,1.9,1013,-2,8,190,8,"boston,ma"
2017-02-01,4,-2,1.8,8.7,1,31,10:34 AM,11:13 PM,07:58 AM,05:59 PM,-1,-3,0,-3,16,50,89,2.2,1012,4,7,264,10,"boston,ma"
2017-02-02,3,-2,0.0,10.0,2,39,11:07 AM,No moonset,07:57 AM,06:00 PM,-4,-4,-0,-4,17,21,74,0.0,1017,3,10,265,11,"boston,ma"
2017-02-03,-0,-4,0.0,8.4,2,46,11:43 AM,12:21 AM,07:56 AM,06:01 PM,-11,-6,-2,-6,15,44,50,0.0,1020,-0,10,278,12,"boston,ma"
2017-02-04,-1,-6,0.0,10.0,2,54,12:21 PM,01:31 AM,07:54 AM,06:03 PM,-12,-8,-3,-8,20,23,50,0.0,1023,-1,10,281,15,"boston,ma"
2017-02-05,4,-3,0.0,6.8,1,62,01:04 PM,02:39 AM,07:53 AM,06:04 PM,-8,-4,-0,-4,21,81,58,0.0,1015,4,10,229,13,"boston,ma"
2017-02-06,2,-2,0.0,10.0,2,69,01:54 PM,03:46 AM,07:52 AM,06:05 PM,-8,-4,-0,-4,19,30,60,0.0,1017,2,10,276,13,"boston,ma"
2017-02-07,3,-1,0.0,5.3,1,77,02:49 PM,04:49 AM,07:51 AM,06:06 PM,-1,-3,1,-3,22,88,85,1.5,1016,3,9,68,14,"boston,ma"
2017-02-08,9,-2,0.0,10.6,2,84,03:51 PM,05:47 AM,07:50 AM,06:08 PM,2,1,3,1,14,48,92,0.1,1004,9,8,286,9,"boston,ma"
2017-02-09,1,-12,0.0,5.3,1,92,04:56 PM,06:39 AM,07:49 AM,06:09 PM,-5,-10,-4,-10,35,85,95,13.7,1003,1,4,177,23,"boston,ma"
2017-02-10,-6,-14,0.2,6.9,2,99,06:02 PM,07:24 AM,07:47 AM,06:10 PM,-12,-17,-11,-17,22,62,94,0.3,1019,-6,9,264,14,"boston,ma"
2017-02-11,-2,-9,1.7,5.3,1,100,07:09 PM,08:03 AM,07:46 AM,06:12 PM,-6,-10,-6,-10,12,98,99,2.1,1018,-2,3,218,9,"boston,ma"
2017-02-12,1,-8,5.9,5.3,1,86,08:13 PM,08:38 AM,07:45 AM,06:13 PM,-2,-7,-2,-7,21,100,99,10.5,1016,1,5,134,13,"boston,ma"
2017-02-13,0,-6,1.7,8.5,1,78,09:16 PM,09:10 AM,07:43 AM,06:14 PM,-4,-9,-3,-9,37,78,96,2.4,1001,0,7,321,23,"boston,ma"
2017-02-14,-1,-8,0.0,8.5,1,71,10:16 PM,09:40 AM,07:42 AM,06:15 PM,-5,-8,-4,-8,15,41,96,0.0,1011,-1,5,256,9,"boston,ma"
2017-02-15,2,-6,2.5,5.4,1,63,11:16 PM,10:09 AM,07:41 AM,06:17 PM,-0,-3,-0,-3,16,77,99,5.6,998,2,2,189,8,"boston,ma"
2017-02-16,0,-5,2.8,6.9,1,55,No moonrise,10:38 AM,07:39 AM,06:18 PM,-2,-7,-2,-7,26,82,96,3.3,996,0,6,306,16,"boston,ma"
2017-02-17,1,-7,0.0,10.8,2,48,12:14 AM,11:09 AM,07:38 AM,06:19 PM,-4,-8,-3,-8,22,8,95,0.0,1006,1,6,284,14,"boston,ma"
2017-02-18,5,-5,0.0,10.9,2,40,01:11 AM,11:43 AM,07:36 AM,06:21 PM,0,-3,1,-3,25,17,95,0.0,1007,5,8,234,13,"boston,ma"
2017-02-19,12,3,0.0,10.1,2,33,02:07 AM,12:19 PM,07:35 AM,06:22 PM,6,4,6,4,19,71,95,0.0,1006,12,4,266,10,"boston,ma"
2017-02-20,5,-1,0.0,10.1,2,25,03:01 AM,01:00 PM,07:33 AM,06:23 PM,1,0,3,0,18,28,87,0.0,1021,5,8,328,12,"boston,ma"
2017-02-21,5,-1,0.0,8.5,2,18,03:53 AM,01:47 PM,07:32 AM,06:24 PM,-2,1,3,1,12,38,69,0.0,1026,5,10,224,9,"boston,ma"
2017-02-22,12,1,0.0,11.0,3,10,04:42 AM,02:37 PM,07:30 AM,06:26 PM,4,5,7,5,11,29,82,0.0,1015,12,9,209,6,"boston,ma"
2017-02-23,17,3,0.0,11.0,3,3,05:28 AM,03:34 PM,07:29 AM,06:27 PM,8,9,10,9,19,19,88,0.0,1011,17,8,215,12,"boston,ma"
2017-02-24,20,9,0.0,10.1,4,0,06:10 AM,04:34 PM,07:27 AM,06:28 PM,12,13,14,13,22,63,87,0.6,1013,20,8,209,13,"boston,ma"
2017-02-25,19,11,0.0,8.6,4,0,06:50 AM,05:39 PM,07:26 AM,06:29 PM,12,13,14,13,21,80,88,0.6,1007,19,7,176,14,"boston,ma"
2017-02-26,7,-1,0.0,10.1,2,0,07:26 AM,06:45 PM,07:24 AM,06:31 PM,-4,-1,3,-1,27,27,58,0.0,1011,7,10,282,19,"boston,ma"
2017-02-27,10,-1,0.0,11.1,2,5,08:01 AM,07:53 PM,07:23 AM,06:32 PM,-4,2,5,2,23,6,52,0.0,1026,10,10,230,15,"boston,ma"
2017-02-28,12,2,0.0,10.1,2,12,08:34 AM,09:02 PM,07:21 AM,06:33 PM,3,6,8,6,14,56,73,0.1,1027,12,10,187,9,"boston,ma"
2017-03-01,17,9,0.0,5.6,3,19,09:08 AM,10:12 PM,07:19 AM,06:34 PM,11,12,13,12,29,88,89,0.5,1004,17,8,205,18,"boston,ma"
2017-03-02,14,-1,0.0,10.1,3,26,09:44 AM,11:22 PM,07:18 AM,06:35 PM,-2,2,6,2,33,29,57,0.2,1002,14,10,269,24,"boston,ma"
2017-03-03,2,-3,0.0,8.6,2,34,10:21 AM,No moonset,07:16 AM,06:37 PM,-16,-5,-1,-5,19,34,32,0.1,1021,2,10,286,15,"boston,ma"
2017-03-04,-7,-11,0.0,11.2,2,41,11:04 AM,12:31 AM,07:15 AM,06:38 PM,-24,-17,-9,-17,31,21,30,0.0,1029,-7,10,312,25,"boston,ma"
2017-03-05,-2,-12,0.0,11.3,2,48,11:51 AM,01:39 AM,07:13 AM,06:39 PM,-23,-14,-7,-14,27,0,27,0.0,1032,-2,10,317,21,"boston,ma"
2017-03-06,3,-8,0.0,11.3,2,55,12:43 PM,02:42 AM,07:11 AM,06:40 PM,-17,-4,-2,-4,10,13,33,0.0,1033,3,10,258,7,"boston,ma"
2017-03-07,6,-1,0.0,5.7,1,63,01:42 PM,03:41 AM,07:09 AM,06:41 PM,-1,0,3,0,18,87,77,0.0,1027,6,9,177,11,"boston,ma"
2017-03-08,12,6,0.0,10.1,3,70,02:43 PM,04:33 AM,07:08 AM,06:43 PM,5,7,9,7,26,56,77,1.3,1013,12,9,229,15,"boston,ma"
2017-03-09,8,1,0.0,11.4,3,77,03:48 PM,05:19 AM,07:06 AM,06:44 PM,-3,2,5,2,30,27,55,0.0,1012,8,10,272,20,"boston,ma"
2017-03-10,1,-5,1.7,7.2,1,85,04:53 PM,06:00 AM,07:04 AM,06:45 PM,-5,-3,-1,-3,11,91,75,2.0,1011,1,8,182,8,"boston,ma"
2017-03-11,-7,-12,0.0,5.7,1,92,05:57 PM,06:35 AM,07:03 AM,06:46 PM,-16,-17,-10,-17,28,67,61,0.0,1017,-7,10,296,21,"boston,ma"
2017-03-12,-4,-13,0.0,11.5,2,99,07:01 PM,07:08 AM,07:01 AM,06:47 PM,-16,-15,-9,-15,22,18,55,0.0,1023,-4,10,293,17,"boston,ma"
2017-03-13,-0,-11,0.0,10.2,2,100,08:02 PM,07:39 AM,06:59 AM,06:49 PM,-13,-9,-5,-9,14,39,56,0.0,1030,-0,10,250,10,"boston,ma"
2017-03-14,5,-3,0.3,6.0,1,86,09:03 PM,08:08 AM,06:57 AM,06:50 PM,-1,-4,0,-4,34,97,92,28.6,1004,5,5,142,21,"boston,ma"
2017-03-15,-2,-7,0.3,7.4,2,79,10:02 PM,08:37 AM,06:56 AM,06:51 PM,-8,-11,-4,-11,28,65,76,0.3,997,-2,10,262,21,"boston,ma"
2017-03-16,-1,-7,0.6,6.0,1,72,11:00 PM,09:08 AM,06:54 AM,06:52 PM,-7,-10,-4,-10,25,61,81,0.7,1010,-1,9,277,17,"boston,ma"
2017-03-17,2,-6,0.0,11.6,2,65,11:56 PM,09:41 AM,06:52 AM,06:53 PM,-4,-5,-1,-5,14,25,83,0.0,1021,2,10,259,10,"boston,ma"
2017-03-18,2,-4,0.0,11.6,2,57,No moonrise,10:15 AM,06:51 AM,06:54 PM,-2,-3,0,-3,14,15,84,0.0,1026,2,10,40,11,"boston,ma"
