date_time,"boston,ma_maxtempC","boston,ma_mintempC","boston,ma_totalSnow_cm","boston,ma_sunHour","boston,ma_uvIndex","boston,ma_moon_illumination","boston,ma_moonrise","boston,ma_moonset","boston,ma_sunrise","boston,ma_sunset","boston,ma_DewPointC","boston,ma_FeelsLikeC","boston,ma_HeatIndexC","boston,ma_WindChillC","boston,ma_WindGustKmph","boston,ma_cloudcover","boston,ma_humidity","boston,ma_precipMM","boston,ma_pressure","boston,ma_tempC","boston,ma_visibility","boston,ma_winddirDegree","boston,ma_windspeedKmph","boston,ma_location"
2016-05-16,13,4,0.0,13.4,3,65,03:07 PM,02:56 AM,05:22 AM,08:01 PM,-2,6,9,6,29,32,49,0.0,1013,13,10,272,20,"boston,ma"
2016-05-17,20,7,0.0,14.5,4,72,04:04 PM,03:25 AM,05:21 AM,08:02 PM,5,13,14,13,21,31,56,0.0,1019,20,10,255,13,"boston,ma"
2016-05-18,13,8,0.0,14.5,4,80,05:01 PM,03:53 AM,05:20 AM,08:03 PM,6,11,12,11,14,31,65,0.0,1019,13,10,97,10,"boston,ma"
2016-05-19,17,11,0.0,11.4,3,87,05:58 PM,04:21 AM,05:19 AM,08:03 PM,9,13,14,13,20,58,75,1.9,1017,17,9,199,13,"boston,ma"
2016-05-20,21,11,0.0,12.4,5,94,06:55 PM,04:53 AM,05:18 AM,08:04 PM,10,15,16,15,18,61,71,1.0,1016,21,9,209,11,"boston,ma"
2016-05-21,20,11,0.0,12.4,4,100,07:51 PM,05:27 AM,05:17 AM,08:05 PM,9,15,16,15,16,56,70,0.5,1017,20,9,171,10,"boston,ma"
2016-05-22,17,7,0.0,13.5,4,100,08:46 PM,06:05 AM,05:16 AM,08:06 PM,10,13,13,13,9,42,85,0.0,1011,17,8,77,7,"boston,ma"
2016-05-23,23,8,0.0,13.5,5,84,09:39 PM,06:47 AM,05:15 AM,08:07 PM,10,17,17,17,11,31,69,0.0,1013,23,9,157,7,"boston,ma"
2016-05-24,13,11,0.0,9.3,3,77,10:29 PM,07:36 AM,05:15 AM,08:08 PM,11,11,12,11,16,86,88,0.9,1013,13,10,33,11,"boston,ma"
2016-05-25,29,9,0.0,14.5,5,70,11:15 PM,08:28 AM,05:14 AM,08:09 PM,13,20,21,20,12,25,65,0.0,1016,29,9,249,8,"boston,ma"
2016-05-26,18,16,0.0,14.5,5,62,11:57 PM,09:26 AM,05:13 AM,08:10 PM,15,19,19,19,20,20,77,0.3,1017,18,10,218,10,"boston,ma"
2016-05-27,27,17,0.0,14.5,6,55,No moonrise,10:26 AM,05:13 AM,08:11 PM,16,22,23,22,18,21,71,1.0,1019,27,10,163,11,"boston,ma"
2016-05-28,31,20,0.0,14.5,7,48,12:36 AM,11:31 AM,05:12 AM,08:12 PM,20,28,28,26,16,20,69,0.6,1019,31,10,202,10,"boston,ma"
2016-05-29,19,11,0.0,11.4,5,40,01:13 AM,12:37 PM,05:11 AM,08:12 PM,13,15,15,15,11,65,88,0.9,1022,19,8,65,9,"boston,ma"
2016-05-30,23,11,0.0,10.4,4,33,01:47 AM,01:45 PM,05:11 AM,08:13 PM,15,17,17,17,12,83,92,5.2,1016,23,7,137,8,"boston,ma"
2016-05-31,22,14,0.0,12.5,5,29,02:21 AM,02:55 PM,05:10 AM,08:14 PM,13,18,19,18,20,58,74,1.0,1016,22,9,172,12,"boston,ma"
2016-06-01,22,12,0.0,14.5,5,12,02:57 AM,04:07 PM,05:10 AM,08:15 PM,13,18,19,18,16,19,72,0.3,1020,22,10,89,12,"boston,ma"
2016-06-02,19,11,0.0,14.5,5,4,03:35 AM,05:21 PM,05:09 AM,08:16 PM,13,16,16,16,12,22,82,0.0,1022,19,9,90,9,"boston,ma"
2016-06-03,22,14,0.0,12.5,4,0,04:15 AM,06:33 PM,05:09 AM,08:16 PM,15,18,18,18,9,69,86,0.0,1018,22,9,174,6,"boston,ma"
2016-06-04,26,15,0.0,14.5,5,0,05:02 AM,07:43 PM,05:09 AM,08:17 PM,16,21,21,21,11,46,80,0.0,1015,26,7,139,7,"boston,ma"
2016-06-05,19,16,0.0,9.4,4,0,05:54 AM,08:47 PM,05:08 AM,08:18 PM,17,17,17,17,18,100,96,8.2,1011,19,6,168,11,"boston,ma"
2016-06-06,27,17,0.0,13.5,6,3,06:50 AM,09:46 PM,05:08 AM,08:18 PM,16,22,22,22,16,41,73,0.0,1003,27,8,240,11,"boston,ma"
2016-06-07,27,16,0.0,14.5,5,11,07:52 AM,10:35 PM,05:08 AM,08:19 PM,17,22,22,22,14,22,77,4.1,999,27,10,227,9,"boston,ma"
2016-06-08,21,13,0.0,13.5,5,18,08:55 AM,11:19 PM,05:08 AM,08:19 PM,11,16,17,16,22,23,71,2.4,999,21,10,284,14,"boston,ma"
2016-06-09,18,10,0.0,14.5,4,26,09:58 AM,11:56 PM,05:07 AM,08:20 PM,5,14,14,14,25,37,56,0.0,1005,18,10,288,17,"boston,ma"
2016-06-10,12,10,0.0,14.5,4,33,10:59 AM,No moonset,05:07 AM,08:21 PM,6,10,11,10,15,42,70,0.0,1012,12,10,196,9,"boston,ma"
2016-06-11,20,8,0.0,11.5,4,41,11:59 AM,12:29 AM,05:07 AM,08:21 PM,12,15,15,15,10,64,85,0.0,1012,20,5,200,6,"boston,ma"
2016-06-12,25,11,0.0,14.5,5,48,12:58 PM,12:59 AM,05:07 AM,08:22 PM,11,18,19,18,25,42,66,0.0,1002,25,9,277,17,"boston,ma"
2016-06-13,21,10,0.0,14.5,5,56,01:56 PM,01:28 AM,05:07 AM,08:22 PM,9,16,16,16,26,32,63,0.2,1005,21,10,304,18,"boston,ma"
2016-06-14,24,12,0.0,14.5,5,63,02:53 PM,01:56 AM,05:07 AM,08:22 PM,9,17,18,17,18,14,60,0.0,1010,24,10,276,13,"boston,ma"
2016-06-15,16,13,0.0,14.5,4,71,03:50 PM,02:24 AM,05:07 AM,08:23 PM,12,15,15,15,17,26,79,0.0,1013,16,9,221,9,"boston,ma"
2016-06-16,23,13,0.0,12.5,5,79,04:46 PM,02:54 AM,05:07 AM,08:23 PM,13,19,19,19,15,57,74,0.4,1016,23,9,186,10,"boston,ma"
2016-06-17,24,12,0.0,14.5,5,86,05:43 PM,03:27 AM,05:07 AM,08:24 PM,12,20,20,20,12,12,62,0.1,1014,24,10,111,7,"boston,ma"
2016-06-18,23,12,0.0,14.5,5,94,06:39 PM,04:04 AM,05:07 AM,08:24 PM,12,18,19,18,15,5,70,0.0,1023,23,10,176,10,"boston,ma"
2016-06-19,27,12,0.0,14.5,5,100,07:34 PM,04:44 AM,05:07 AM,08:24 PM,13,19,20,19,18,30,69,0.0,1026,27,8,196,13,"boston,ma"
2016-06-20,27,14,0.0,14.5,6,100,08:25 PM,05:31 AM,05:07 AM,08:24 PM,14,21,22,21,20,10,67,0.0,1018,27,10,201,14,"boston,ma"
2016-06-21,29,17,0.0,13.5,6,84,09:14 PM,06:22 AM,05:08 AM,08:25 PM,13,22,22,22,20,22,62,2.8,1008,29,10,247,14,"boston,ma"
2016-06-22,24,13,0.0,13.5,5,76,09:58 PM,07:19 AM,05:08 AM,08:25 PM,10,20,21,20,14,21,55,0.2,1010,24,10,270,9,"boston,ma"
2016-06-23,26,12,0.0,14.5,5,69,10:38 PM,08:19 AM,05:08 AM,08:25 PM,13,20,21,20,10,14,65,0.4,1012,26,9,227,6,"boston,ma"
2016-06-24,24,13,0.0,14.5,5,61,11:16 PM,09:23 AM,05:09 AM,08:25 PM,13,20,20,20,13,4,67,0.0,1018,24,10,130,9,"boston,ma"
2016-06-25,25,10,0.0,14.5,5,54,11:51 PM,10:29 AM,05:09 AM,08:25 PM,12,19,20,19,10,5,65,0.0,1022,25,9,129,7,"boston,ma"
2016-06-26,29,12,0.0,14.5,6,46,No moonrise,11:36 AM,05:09 AM,08:25 PM,14,22,23,22,14,10,64,0.0,1022,29,10,197,9,"boston,ma"
2016-06-27,28,16,0.0,13.5,6,38,12:24 AM,12:44 PM,05:10 AM,08:25 PM,14,23,23,23,22,19,61,0.0,1018,28,10,205,16,"boston,ma"
2016-06-28,26,19,0.0,13.5,6,31,12:58 AM,01:53 PM,05:10 AM,08:25 PM,18,22,23,22,17,44,78,0.4,1015,26,10,190,12,"boston,ma"
2016-06-29,26,17,0.0,12.5,6,23,01:34 AM,03:04 PM,05:11 AM,08:25 PM,20,22,24,22,13,51,85,0.8,1012,26,9,203,9,"boston,ma"
2016-06-30,28,16,0.0,14.5,6,16,02:11 AM,04:14 PM,05:11 AM,08:25 PM,15,23,23,23,13,15,67,0.0,1015,28,10,246,8,"boston,ma"
2016-07-01,28,17,0.0,13.5,6,15,02:54 AM,05:24 PM,05:12 AM,08:25 PM,17,24,24,23,17,37,74,2.0,1015,28,10,199,11,"boston,ma"
2016-07-02,25,15,0.0,14.5,6,8,03:42 AM,06:30 PM,05:12 AM,08:24 PM,12,21,21,21,18,31,63,0.0,1012,25,8,275,13,"boston,ma"
2016-07-03,27,13,0.0,14.5,6,1,04:35 AM,07:31 PM,05:13 AM,08:24 PM,10,21,22,21,17,7,53,0.0,1016,27,10,258,11,"boston,ma"
2016-07-04,30,15,0.0,14.5,6,0,05:34 AM,08:25 PM,05:13 AM,08:24 PM,12,24,24,24,17,5,52,0.0,1016,30,10,248,11,"boston,ma"
2016-07-05,28,17,0.0,11.5,6,0,06:36 AM,09:12 PM,05:14 AM,08:24 PM,19,23,24,23,9,48,81,0.6,1009,28,7,137,5,"boston,ma"
2016-07-06,33,19,0.0,14.5,7,6,07:40 AM,09:53 PM,05:15 AM,08:23 PM,17,28,28,27,13,10,59,0.0,1010,33,10,253,8,"boston,ma"
2016-07-07,27,17,0.0,14.5,6,14,08:43 AM,10:28 PM,05:15 AM,08:23 PM,18,22,23,22,9,32,78,3.5,1009,27,10,95,7,"boston,ma"
2016-07-08,21,15,0.0,11.5,4,21,09:45 AM,11:00 PM,05:16 AM,08:23 PM,15,18,18,18,15,83,85,1.4,1011,21,9,47,11,"boston,ma"
2016-07-09,18,15,0.0,9.4,4,28,10:45 AM,11:30 PM,05:17 AM,08:22 PM,15,17,17,17,11,99,88,0.2,1013,18,8,72,9,"boston,ma"
2016-07-10,19,12,0.0,9.4,4,35,11:45 AM,11:58 PM,05:17 AM,08:22 PM,15,16,16,16,9,100,92,0.0,1012,19,4,92,6,"boston,ma"
2016-07-11,26,11,0.0,12.5,5,43,12:42 PM,No moonset,05:18 AM,08:21 PM,15,20,20,20,8,47,77,0.1,1017,26,7,209,5,"boston,ma"
2016-07-12,30,15,0.0,14.5,6,50,01:39 PM,12:26 AM,05:19 AM,08:21 PM,15,24,24,24,13,11,62,0.0,1018,30,10,244,9,"boston,ma"
2016-07-13,31,18,0.0,14.5,6,57,02:36 PM,12:56 AM,05:20 AM,08:20 PM,17,26,26,25,19,21,64,0.0,1017,31,10,210,13,"boston,ma"
2016-07-14,29,20,0.0,9.4,5,65,03:33 PM,01:28 AM,05:21 AM,08:19 PM,20,27,27,25,24,56,77,0.4,1012,29,10,205,17,"boston,ma"
2016-07-15,33,21,0.0,14.5,7,72,04:29 PM,02:02 AM,05:21 AM,08:19 PM,20,29,29,27,13,41,69,0.0,1010,33,8,238,9,"boston,ma"
2016-07-16,32,19,0.0,14.5,7,79,05:25 PM,02:40 AM,05:22 AM,08:18 PM,17,26,26,26,10,22,62,0.0,1016,32,10,258,7,"boston,ma"
2016-07-17,30,19,0.0,14.5,6,86,06:17 PM,03:25 AM,05:23 AM,08:17 PM,20,27,27,25,8,31,74,2.2,1017,30,10,123,5,"boston,ma"
2016-07-18,28,20,0.0,12.4,6,94,07:08 PM,04:14 AM,05:24 AM,08:17 PM,19,26,26,24,15,58,75,1.0,1013,28,9,222,10,"boston,ma"
2016-07-19,29,19,0.0,12.4,6,100,07:55 PM,05:09 AM,05:25 AM,08:16 PM,18,26,26,25,14,47,70,0.2,1014,29,9,212,9,"boston,ma"
2016-07-20,28,19,0.0,13.5,6,100,08:37 PM,06:09 AM,05:26 AM,08:15 PM,18,26,26,24,13,45,73,0.9,1014,28,9,188,9,"boston,ma"
2016-07-21,26,18,0.0,12.4,6,85,09:17 PM,07:13 AM,05:27 AM,08:14 PM,18,24,24,23,15,56,76,1.6,1014,26,8,176,10,"boston,ma"
2016-07-22,27,19,0.0,12.4,6,77,09:53 PM,08:19 AM,05:28 AM,08:13 PM,18,24,24,23,15,53,75,1.0,1014,27,9,205,10,"boston,ma"
2016-07-23,26,18,0.0,12.4,6,70,10:28 PM,09:28 AM,05:29 AM,08:12 PM,18,23,24,23,16,59,80,2.6,1014,26,9,182,11,"boston,ma"
2016-07-24,24,18,0.0,13.5,5,63,11:02 PM,10:36 AM,05:30 AM,08:11 PM,18,22,23,22,19,60,83,6.5,1012,24,8,197,12,"boston,ma"
2016-07-25,24,17,0.0,12.4,6,55,11:36 PM,11:45 AM,05:31 AM,08:11 PM,16,21,22,21,16,58,77,0.6,1015,24,9,182,11,"boston,ma"
2016-07-26,26,18,0.0,12.4,6,48,No moonrise,12:54 PM,05:32 AM,08:10 PM,18,22,23,22,19,59,78,2.4,1013,26,9,214,12,"boston,ma"
2016-07-27,26,19,0.0,12.4,6,41,12:13 AM,02:03 PM,05:33 AM,08:09 PM,18,24,24,23,16,60,78,0.8,1013,26,8,219,10,"boston,ma"
2016-07-28,33,19,0.0,14.5,7,34,12:52 AM,03:12 PM,05:34 AM,08:08 PM,18,29,29,27,12,14,62,0.6,1012,33,10,213,8,"boston,ma"
2016-07-29,27,18,0.0,12.4,6,26,01:37 AM,04:17 PM,05:35 AM,08:06 PM,20,22,24,22,9,51,88,5.2,1011,27,6,140,6,"boston,ma"
2016-07-30,28,18,0.0,13.4,6,19,02:26 AM,05:19 PM,05:36 AM,08:05 PM,18,25,25,24,10,34,72,0.0,1016,28,8,156,7,"boston,ma"
2016-07-31,23,19,0.0,10.2,5,15,03:22 AM,06:15 PM,05:37 AM,08:04 PM,20,21,22,21,9,76,93,2.0,1019,23,7,86,6,"boston,ma"
2016-08-01,23,19,0.0,10.2,5,5,04:21 AM,07:04 PM,05:38 AM,08:03 PM,19,21,22,21,10,70,89,0.8,1019,23,7,62,7,"boston,ma"
2016-08-02,24,17,0.0,14.5,6,0,05:24 AM,07:48 PM,05:39 AM,08:02 PM,17,21,21,21,11,45,80,0.0,1020,24,7,44,8,"boston,ma"
2016-08-03,27,15,0.0,14.5,6,0,06:27 AM,08:25 PM,05:40 AM,08:01 PM,15,22,23,22,11,10,68,0.0,1021,27,8,182,7,"boston,ma"
2016-08-04,29,15,0.0,14.5,6,2,07:30 AM,08:59 PM,05:41 AM,08:00 PM,15,24,24,24,12,5,60,0.0,1020,29,10,199,8,"boston,ma"
2016-08-05,30,16,0.0,14.2,6,10,08:31 AM,09:30 PM,05:42 AM,07:58 PM,17,26,26,25,15,1,65,0.0,1015,30,9,209,11,"boston,ma"
2016-08-06,29,20,0.0,14.1,6,17,09:32 AM,09:59 PM,05:43 AM,07:57 PM,20,26,26,24,17,22,78,0.8,1006,29,10,244,11,"boston,ma"
2016-08-07,29,17,0.0,14.1,6,24,10:30 AM,10:27 PM,05:44 AM,07:56 PM,15,24,24,24,14,14,62,0.0,1010,29,10,304,8,"boston,ma"
2016-08-08,30,16,0.0,14.1,6,32,11:28 AM,10:57 PM,05:45 AM,07:55 PM,14,24,24,24,10,9,57,0.0,1017,30,10,290,6,"boston,ma"
2016-08-09,29,17,0.0,14.1,6,39,12:24 PM,11:27 PM,05:46 AM,07:53 PM,14,25,25,24,14,9,56,0.0,1022,29,10,179,9,"boston,ma"
2016-08-10,26,18,0.0,9.9,5,46,01:22 PM,No moonset,05:47 AM,07:52 PM,20,24,24,23,19,59,85,0.0,1021,26,9,211,11,"boston,ma"
2016-08-11,34,21,0.0,14.0,7,53,02:17 PM,12:00 AM,05:48 AM,07:50 PM,22,32,32,28,12,32,74,0.0,1016,34,8,239,8,"boston,ma"
2016-08-12,33,23,0.0,14.0,7,61,03:13 PM,12:37 AM,05:49 AM,07:49 PM,24,32,32,28,17,33,85,3.0,1010,33,9,238,11,"boston,ma"
2016-08-13,25,19,0.0,12.2,6,68,04:07 PM,01:18 AM,05:50 AM,07:48 PM,20,22,23,22,11,68,90,1.5,1013,25,6,50,8,"boston,ma"
2016-08-14,34,19,0.0,13.3,7,75,04:58 PM,02:04 AM,05:51 AM,07:46 PM,22,31,31,28,15,56,73,0.0,1013,34,8,242,10,"boston,ma"
2016-08-15,30,19,0.0,13.9,6,82,05:47 PM,02:57 AM,05:52 AM,07:45 PM,19,27,27,26,12,9,67,0.0,1019,30,10,260,8,"boston,ma"
2016-08-16,28,18,0.0,13.9,6,90,06:31 PM,03:55 AM,05:53 AM,07:43 PM,20,26,26,24,14,41,76,0.0,1021,28,10,237,9,"boston,ma"
2016-08-17,28,19,0.0,13.9,6,97,07:13 PM,04:57 AM,05:54 AM,07:42 PM,18,26,26,25,24,16,65,0.0,1013,28,10,283,16,"boston,ma"
2016-08-18,32,16,0.0,13.9,6,100,07:51 PM,06:04 AM,05:55 AM,07:40 PM,17,26,26,25,10,20,64,0.0,1014,32,10,253,6,"boston,ma"
2016-08-19,29,19,0.0,13.8,6,88,08:27 PM,07:13 AM,05:56 AM,07:39 PM,17,25,25,24,11,19,68,0.0,1013,29,10,201,7,"boston,ma"
2016-08-20,28,17,0.0,13.3,6,81,09:03 PM,08:23 AM,05:57 AM,07:37 PM,16,24,24,23,14,42,68,0.0,1015,28,9,167,9,"boston,ma"
2016-08-21,27,16,0.0,13.8,6,74,09:38 PM,09:34 AM,05:58 AM,07:36 PM,17,23,23,23,15,16,72,0.0,1013,27,9,152,10,"boston,ma"
2016-08-22,26,15,0.0,13.8,6,67,10:14 PM,10:45 AM,05:59 AM,07:34 PM,15,22,23,22,20,22,68,11.3,1013,26,8,283,14,"boston,ma"
2016-08-23,26,13,0.0,13.3,5,59,10:53 PM,11:55 AM,06:00 AM,07:33 PM,12,22,22,22,12,1,54,0.0,1024,26,10,269,8,"boston,ma"
2016-08-24,30,16,0.0,11.6,6,52,11:36 PM,01:04 PM,06:01 AM,07:31 PM,16,26,26,25,12,2,60,0.0,1023,30,10,230,8,"boston,ma"
2016-08-25,28,18,0.0,11.6,6,45,No moonrise,02:10 PM,06:03 AM,07:29 PM,18,25,25,24,18,12,69,0.0,1018,28,10,215,13,"boston,ma"
2016-08-26,30,21,0.0,11.6,6,38,12:23 AM,03:12 PM,06:04 AM,07:28 PM,22,29,29,26,12,32,81,0.9,1015,30,9,274,8,"boston,ma"
2016-08-27,29,18,0.0,11.6,6,30,01:16 AM,04:09 PM,06:05 AM,07:26 PM,16,25,25,24,11,17,61,0.0,1021,29,10,154,8,"boston,ma"
2016-08-28,27,16,0.0,11.6,6,23,02:13 AM,04:59 PM,06:06 AM,07:24 PM,15,24,24,23,12,11,64,0.0,1024,27,10,162,9,"boston,ma"
2016-08-29,30,17,0.0,11.6,6,16,03:13 AM,05:44 PM,06:07 AM,07:23 PM,17,25,25,24,18,14,66,2.1,1018,30,10,250,13,"boston,ma"
2016-08-30,25,18,0.0,11.6,6,8,04:15 AM,06:23 PM,06:08 AM,07:21 PM,15,24,24,24,8,8,61,0.0,1020,25,10,202,6,"boston,ma"
2016-08-31,22,17,0.0,11.6,6,5,05:17 AM,06:58 PM,06:09 AM,07:19 PM,18,21,23,21,15,19,81,0.0,1014,22,10,228,10,"boston,ma"
2016-09-01,24,17,0.0,10.3,5,0,06:19 AM,07:30 PM,06:10 AM,07:18 PM,19,22,23,22,9,51,87,3.7,1011,24,9,248,5,"boston,ma"
2016-09-02,24,14,0.0,11.6,5,0,07:20 AM,08:00 PM,06:11 AM,07:16 PM,14,19,20,19,14,27,77,0.0,1017,24,9,197,9,"boston,ma"
2016-09-03,22,13,0.0,11.6,5,6,08:18 AM,08:28 PM,06:12 AM,07:14 PM,14,18,19,18,9,9,77,0.0,1023,22,10,131,7,"boston,ma"
2016-09-04,22,15,0.0,11.6,5,14,09:17 AM,08:57 PM,06:13 AM,07:12 PM,13,19,20,19,17,4,71,0.0,1024,22,10,42,13,"boston,ma"
2016-09-05,20,16,0.0,10.3,5,21,10:14 AM,09:28 PM,06:14 AM,07:11 PM,12,18,18,18,32,53,67,0.1,1021,20,10,30,22,"boston,ma"
2016-09-06,22,18,0.0,6.5,4,29,11:11 AM,09:59 PM,06:15 AM,07:09 PM,18,20,20,20,23,79,88,0.0,1018,22,8,51,16,"boston,ma"
2016-09-07,26,18,0.0,10.3,6,36,12:07 PM,10:34 PM,06:16 AM,07:07 PM,19,22,22,22,11,64,88,0.0,1017,26,4,65,8,"boston,ma"
2016-09-08,26,18,0.0,9.0,5,44,01:02 PM,11:13 PM,06:17 AM,07:05 PM,20,22,24,22,10,71,86,0.4,1012,26,7,86,6,"boston,ma"
2016-09-09,32,21,0.0,11.6,7,51,01:56 PM,11:56 PM,06:18 AM,07:04 PM,20,29,29,26,14,36,75,0.0,1011,32,8,272,9,"boston,ma"
2016-09-10,27,19,0.0,10.3,5,59,02:48 PM,No moonset,06:19 AM,07:02 PM,19,25,25,23,13,50,76,0.0,1017,27,10,121,9,"boston,ma"
2016-09-11,27,17,0.0,11.6,6,66,03:37 PM,12:45 AM,06:20 AM,07:00 PM,16,25,25,23,23,38,65,0.1,1014,27,10,267,17,"boston,ma"
2016-09-12,25,12,0.0,11.6,5,74,04:22 PM,01:39 AM,06:21 AM,06:58 PM,11,21,21,21,9,0,55,0.0,1023,25,10,213,6,"boston,ma"
2016-09-13,27,13,0.0,11.6,5,82,05:05 PM,02:39 AM,06:22 AM,06:57 PM,13,22,23,22,16,0,61,0.0,1021,27,10,226,11,"boston,ma"
2016-09-14,31,16,0.0,11.6,6,89,05:45 PM,03:44 AM,06:23 AM,06:55 PM,15,24,24,23,20,13,62,0.4,1017,31,10,271,15,"boston,ma"
2016-09-15,20,11,0.0,11.6,5,97,06:22 PM,04:51 AM,06:24 AM,06:53 PM,11,17,18,17,12,11,68,0.0,1024,20,10,115,10,"boston,ma"
2016-09-16,22,9,0.0,11.6,5,100,06:59 PM,06:02 AM,06:25 AM,06:51 PM,11,18,18,18,11,3,66,0.0,1026,22,10,202,8,"boston,ma"
2016-09-17,25,10,0.0,11.6,5,88,07:35 PM,07:14 AM,06:27 AM,06:49 PM,13,19,20,19,15,4,71,0.0,1023,25,10,210,11,"boston,ma"
2016-09-18,27,18,0.0,10.2,6,81,08:11 PM,08:27 AM,06:28 AM,06:48 PM,19,24,24,22,21,57,84,3.2,1017,27,8,219,13,"boston,ma"
2016-09-19,25,19,0.0,7.5,5,73,08:51 PM,09:41 AM,06:29 AM,06:46 PM,21,22,23,22,9,87,95,7.5,1018,25,5,204,6,"boston,ma"
2016-09-20,26,17,0.0,11.6,6,66,09:34 PM,10:52 AM,06:30 AM,06:44 PM,20,23,24,23,7,39,86,0.1,1019,26,7,207,5,"boston,ma"
2016-09-21,27,17,0.0,11.6,6,58,10:20 PM,12:02 PM,06:31 AM,06:42 PM,14,24,24,24,11,1,57,0.0,1020,27,10,303,7,"boston,ma"
2016-09-22,26,15,0.0,11.6,6,50,11:12 PM,01:07 PM,06:32 AM,06:40 PM,14,22,23,22,11,4,60,0.0,1020,26,10,202,7,"boston,ma"
2016-09-23,27,14,0.0,10.2,5,43,No moonrise,02:05 PM,06:33 AM,06:39 PM,12,20,20,20,14,52,63,1.0,1016,27,10,159,9,"boston,ma"
2016-09-24,19,11,0.0,11.6,4,35,12:08 AM,02:58 PM,06:34 AM,06:37 PM,7,15,15,15,14,19,59,0.0,1019,19,10,168,10,"boston,ma"
2016-09-25,18,9,0.0,11.6,4,28,01:07 AM,03:44 PM,06:35 AM,06:35 PM,4,13,14,13,17,0,53,0.0,1020,18,10,326,13,"boston,ma"
2016-09-26,19,7,0.0,11.6,4,20,02:08 AM,04:23 PM,06:36 AM,06:33 PM,7,15,16,15,12,4,60,0.0,1021,19,10,248,8,"boston,ma"
2016-09-27,22,14,0.0,11.6,5,13,03:09 AM,04:59 PM,06:37 AM,06:32 PM,15,18,19,18,10,56,82,0.5,1013,22,9,204,6,"boston,ma"
2016-09-28,15,14,0.0,6.0,3,5,04:10 AM,05:32 PM,06:38 AM,06:30 PM,12,13,14,13,25,91,86,0.2,1023,15,9,46,17,"boston,ma"
2016-09-29,15,12,0.0,8.8,3,0,05:10 AM,06:01 PM,06:39 AM,06:28 PM,9,12,14,12,25,65,75,0.1,1031,15,10,48,18,"boston,ma"
2016-09-30,15,13,0.0,5.9,3,0,06:09 AM,06:30 PM,06:41 AM,06:26 PM,10,13,14,13,25,89,80,2.7,1030,15,9,55,17,"boston,ma"
2016-10-01,14,13,0.0,5.9,3,0,07:08 AM,06:59 PM,06:42 AM,06:25 PM,13,12,13,12,27,100,95,4.2,1025,14,9,35,18,"boston,ma"
2016-10-02,14,10,0.0,5.9,3,2,08:05 AM,07:29 PM,06:43 AM,06:23 PM,11,12,12,12,12,82,92,0.4,1019,14,6,88,8,"boston,ma"
2016-10-03,20,10,0.0,11.6,4,9,09:03 AM,07:59 PM,06:44 AM,06:21 PM,12,15,16,15,11,56,84,0.0,1017,20,6,132,7,"boston,ma"
2016-10-04,16,10,0.0,10.2,4,17,09:59 AM,08:32 PM,06:45 AM,06:19 PM,11,14,14,14,16,55,80,0.2,1027,16,9,42,11,"boston,ma"
2016-10-05,17,6,0.0,11.6,4,24,10:54 AM,09:10 PM,06:46 AM,06:18 PM,9,14,14,14,10,1,75,0.0,1027,17,9,76,8,"boston,ma"
2016-10-06,21,4,0.0,11.6,4,31,11:49 AM,09:51 PM,06:47 AM,06:16 PM,11,17,17,17,8,0,70,0.0,1026,21,8,245,5,"boston,ma"
2016-10-07,23,10,0.0,11.6,5,38,12:40 PM,10:36 PM,06:48 AM,06:14 PM,14,19,20,19,9,0,74,0.0,1025,23,10,156,6,"boston,ma"
2016-10-08,20,10,0.0,7.3,4,46,01:30 PM,11:27 PM,06:50 AM,06:13 PM,13,16,16,16,10,63,82,1.0,1019,20,7,198,6,"boston,ma"
2016-10-09,16,9,0.0,5.8,3,53,02:15 PM,No moonset,06:51 AM,06:11 PM,12,11,12,11,22,98,96,21.5,1016,16,7,114,14,"boston,ma"
2016-10-10,14,7,0.0,11.6,3,60,02:58 PM,12:23 AM,06:52 AM,06:09 PM,2,7,10,7,25,3,62,0.0,1021,14,10,331,17,"boston,ma"
2016-10-11,16,5,0.0,11.6,4,67,03:38 PM,01:24 AM,06:53 AM,06:08 PM,5,12,12,12,9,6,62,0.0,1030,16,10,250,6,"boston,ma"
2016-10-12,18,7,0.0,11.5,4,75,04:15 PM,02:28 AM,06:54 AM,06:06 PM,9,13,14,13,10,18,73,0.0,1027,18,10,197,7,"boston,ma"
2016-10-13,21,9,0.0,8.7,4,82,04:52 PM,03:37 AM,06:55 AM,06:05 PM,12,15,16,15,14,64,83,0.2,1018,21,8,229,9,"boston,ma"
2016-10-14,14,6,0.0,11.5,3,89,05:28 PM,04:48 AM,06:56 AM,06:03 PM,3,10,11,10,14,1,59,0.0,1026,14,10,339,10,"boston,ma"
2016-10-15,14,6,0.0,11.4,3,97,06:04 PM,06:01 AM,06:58 AM,06:01 PM,5,10,11,10,10,8,69,0.0,1029,14,10,122,7,"boston,ma"
2016-10-16,20,7,0.0,11.4,4,100,06:43 PM,07:16 AM,06:59 AM,06:00 PM,10,14,15,14,19,9,76,0.0,1019,20,10,220,13,"boston,ma"
2016-10-17,24,15,0.0,7.1,5,89,07:25 PM,08:30 AM,07:00 AM,05:58 PM,15,19,20,19,12,46,79,0.3,1012,24,10,236,7,"boston,ma"
2016-10-18,22,14,0.0,8.7,5,82,08:12 PM,09:44 AM,07:01 AM,05:57 PM,15,19,19,19,16,26,82,0.3,1012,22,7,113,9,"boston,ma"
